ip_name,series_name,series_year,product_name,category_group,category,kuji_prize_tier,characters,character_aliases,manufacturer,official_price,release_date,tags,image_url,source_url
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,視覺色紙 艾連與米卡莎,紙製/影像類,色紙,G賞,艾連·葉卡;米卡莎·阿卡曼,艾主席;,BANPRESTO,¥750,2023-11-20,一番賞;色紙;地鳴,,https://1kuji.com/
進擊的巨人,野獸國 D-Stage,2022,夢精選 進擊的巨人 艾連對決鎧甲巨人,立體公仔類,場景公仔,,艾連·葉卡;萊納·布朗,艾主席;鎧甲巨人,Beast Kingdom,"NT$1,099",2022-12-15,野獸國;夢精選;場景;巨人化,,https://www.beast-kingdom.com.tw/
進擊的巨人,GSC 黏土人,2014,黏土人 里維 掃除Ver.,立體公仔類,可動公仔,,里維·阿卡曼,兵長,Good Smile Company,¥3259,2014-07-27,黏土人;GSC;公仔;WF限定,,https://www.goodsmile.info/
進擊的巨人,壽屋 軟膠吊飾,2014,進擊的巨人 軟膠吊飾 隨機盲盒,配戴隨身類,吊飾,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,KOTOBUKIYA,¥550,2014-04-15,壽屋;軟膠;盲抽,,https://www.kotobukiya.co.jp/
進擊的巨人,MOVIC 掛畫,2021,B2 橫向掛畫 The Final Season,生活雜貨類,掛畫,,艾連·葉卡;里維·阿卡曼;萊納·布朗,艾主席;兵長;鎧甲巨人,MOVIC,¥3300,2021-12-18,MOVIC;掛畫;主視覺,,https://www.movic.jp/
進擊的巨人,東立出版社,2021,進擊的巨人 第34卷 首刷限定版 (附小冊子),出版品類,漫畫,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,東立出版社,NT$250,2021-10-08,東立;台灣代理;首刷限定;漫畫,,https://www.tongli.com.tw/
進擊的巨人,台灣 麥當勞聯名,2023,聯名撲克牌,生活雜貨類,桌遊,,,,台灣麥當勞,NT$99,2023-11-25,麥當勞;台灣限定;撲克牌;加價購,,https://www.mcdonalds.com/tw/
進擊的巨人,中外鑛業 趴趴娃娃,2021,もちころりん 艾連·葉卡,生活雜貨類,玩偶,,艾連·葉卡,艾主席,Chugai Mining,¥1045,2021-05-20,もちころりん;布偶;中外鑛業,,https://www.chugai-contents.jp/
進擊的巨人,F:NEX 比例公仔,2022,1/7 比例公仔 米卡莎·阿卡曼 The Final Season,立體公仔類,比例公仔,,米卡莎·阿卡曼,,F:NEX,¥23980,2022-09-30,FNEX;比例公仔;1/7,,https://fnex.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,隨機原畫徽章,配戴隨身類,徽章,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,講談社,¥440,2019-07-05,巨人展FINAL;徽章;盲抽;原畫,,https://kyojinten.jp/
進擊的巨人,JINS 聯名眼鏡,2015,聯名眼鏡 PC款 漢吉·佐耶,配戴隨身類,眼鏡,,漢吉·佐耶,分隊長,JINS,¥5390,2015-10-01,JINS;眼鏡;聯名,,https://www.jins.com/
進擊的巨人,Anique 複製原畫,2021,完結紀念 額裝複製原畫,紙製/影像類,畫作,,,,Anique,¥33000,2021-06-09,Anique;複製原畫;完結紀念,,https://anique.jp/
進擊的巨人,SONY 聯名音響設備,2017,Walkman A系列 進擊的巨人聯名款,生活雜貨類,3C周邊,,,,SONY,¥29028,2017-02-15,SONY;Walkman;聯名;3C,,https://www.sony.jp/
進擊的巨人,SONY 聯名音響設備,2017,h.ear on 2 無線耳機 里維款,生活雜貨類,3C周邊,,里維·阿卡曼,兵長,SONY,¥35510,2017-02-15,SONY;耳機;聯名;3C,,https://www.sony.jp/
進擊的巨人,台灣 木棉花,2022,里維 浮雕紀念幣,配戴隨身類,硬幣,,里維·阿卡曼,兵長,木棉花,NT$350,2022-07-28,木棉花;台灣限定;漫博;紀念幣,,https://www.e-muse.com.tw/
進擊的巨人,講談社 畫集,2024,進擊的巨人 畫集 FLY,出版品類,畫集,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,講談社,¥22000,2024-05-02,畫集;FLY;完結紀念;附錄,,https://kc.kodansha.co.jp/
進擊的巨人,KOTOBUKIYA 組裝模型,2015,1/35 艾連·葉卡 巨人化Ver. 塑膠模型,立體公仔類,組裝模型,,艾連·葉卡,艾主席;進擊的巨人,KOTOBUKIYA,¥4620,2015-04-20,壽屋;組裝模型;巨人化,,https://www.kotobukiya.co.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,公式圖錄(場刊),出版品類,場刊,,,,講談社,¥3300,2019-07-05,巨人展FINAL;圖錄;場刊,,https://kyojinten.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,瑪利亞之牆 奪還作戰 刺繡臂章,服裝類,臂章,,,,講談社,¥1320,2019-07-05,巨人展FINAL;臂章;調查兵團,,https://kyojinten.jp/
進擊的巨人,TiCTAC 聯名手錶,2020,Movement in Motion 聯名手錶 艾連款,配戴隨身類,手錶,,艾連·葉卡,艾主席,TiCTAC,¥22000,2020-04-10,TiCTAC;手錶;聯名,,https://www.tictac-web.com/
進擊的巨人,TV動畫藍光,2013,Season 1 第1卷 初回限定版,影音類,BD,,艾連·葉卡;米卡莎·阿卡曼,艾主席;,波麗佳音,¥6600,2013-07-17,BD;初回限定;特典,,https://shingeki.tv/
進擊的巨人,Movic 豆眼娃娃,2018,まめめいと 艾爾文,生活雜貨類,玩偶,,艾爾文·史密斯,團長,MOVIC,¥1045,2018-12-21,まめめいと;布偶,,https://www.movic.jp/
進擊的巨人,Movic 豆眼娃娃,2018,まめめいと 漢吉,生活雜貨類,玩偶,,漢吉·佐耶,分隊長,MOVIC,¥1045,2018-12-21,まめめいと;布偶,,https://www.movic.jp/
進擊的巨人,USJ 日本環球影城,2022,里維兵長 爆米花桶,生活雜貨類,爆米花桶,,里維·阿卡曼,兵長,USJ,¥4500,2022-03-04,USJ;爆米花桶;排隊商品,,https://www.usj.co.jp/
進擊的巨人,NTT DoCoMo 聯名,2021,聯名壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,NTT DoCoMo,非賣品,2021-02-15,DoCoMo;抽獎;非賣品,,https://www.docomo.ne.jp/
進擊的巨人,WIT STUDIO 設定集,2017,Season 2 原畫集,出版品類,設定集,,,,WIT STUDIO,¥3056,2017-11-20,WIT;原畫集;設定集,,https://witstudio.co.jp/
進擊的巨人,SEIKO 聯名手錶,2015,WIRED x 進擊的巨人 聯名錶 里維款,配戴隨身類,手錶,,里維·阿卡曼,兵長,SEIKO,¥38500,2015-09-09,SEIKO;手錶;聯名;限量,,https://www.seikowatches.com/
進擊的巨人,KOTOBUKIYA 比例公仔,2021,1/8 比例公仔 里維 (Renewal Package),立體公仔類,比例公仔,,里維·阿卡曼,兵長,KOTOBUKIYA,¥13200,2021-11-18,壽屋;ARTFXJ;再版,,https://www.kotobukiya.co.jp/
進擊的巨人,BANPRESTO WCF,2015,WCF Vol.1 艾連,立體公仔類,景品,,艾連·葉卡,艾主席,BANPRESTO,非賣品,2015-02-10,WCF;景品;萬普,,https://bsp-prize.jp/
進擊的巨人,BANPRESTO WCF,2015,WCF Vol.1 阿爾敏,立體公仔類,景品,,阿爾敏·亞魯雷特,,BANPRESTO,非賣品,2015-02-10,WCF;景品;萬普,,https://bsp-prize.jp/
進擊的巨人,GSC POP UP PARADE,2021,POP UP PARADE 艾連·葉卡,立體公仔類,公仔,,艾連·葉卡,艾主席,Good Smile Company,¥3900,2021-12-22,PUP;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,GSC POP UP PARADE,2022,POP UP PARADE 萊納·布朗,立體公仔類,公仔,,萊納·布朗,鎧甲巨人,Good Smile Company,¥4800,2022-08-25,PUP;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,Animate Cafe,2019,The Final Season 隨機杯墊 米卡莎,生活雜貨類,杯墊,,米卡莎·阿卡曼,,Animate Cafe,非賣品,2019-11-05,AnimateCafe;杯墊;滿額贈;盲抽,,https://cafe.animate.co.jp/
進擊的巨人,台灣 悠遊卡公司,2021,進擊的巨人 巨大化悠遊卡,生活雜貨類,悠遊卡,,艾連·葉卡,艾主席;進擊的巨人,悠遊卡公司,NT$350,2021-08-25,台灣限定;悠遊卡;巨大化,,https://www.easycard.com.tw/
進擊的巨人,木棉花 服飾,2020,調查兵團 綠色防風外套,服裝類,外套,,,,木棉花,"NT$1,200",2020-02-01,木棉花;台灣限定;外套;調查兵團,,https://www.e-muse.com.tw/
進擊的巨人,GSC 黏土人,2014,黏土人 阿爾敏·亞魯雷特,立體公仔類,可動公仔,,阿爾敏·亞魯雷特,,Good Smile Company,¥4888,2014-10-31,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,Sanrio 聯名,2022,三麗鷗聯名 絨毛娃娃 艾連×大耳狗,生活雜貨類,玩偶,,艾連·葉卡,艾主席,Sanrio,¥3300,2022-06-15,三麗鷗;大耳狗;聯名;布偶,,https://www.sanrio.co.jp/
進擊的巨人,Sanrio 聯名,2022,三麗鷗聯名 絨毛娃娃 里維×酷企鵝,生活雜貨類,玩偶,,里維·阿卡曼,兵長,Sanrio,¥3300,2022-06-15,三麗鷗;酷企鵝;聯名;布偶,,https://www.sanrio.co.jp/
進擊的巨人,Uniqlo UT,2023,進擊的巨人 UT 印花T恤 里維,服裝類,T恤,,里維·阿卡曼,兵長,UNIQLO,NT$590,2023-03-17,UNIQLO;UT;聯名;服飾,,https://www.uniqlo.com/tw/
進擊的巨人,T-ARTS 趴趴布偶,2018,にとたん 趴趴布偶 艾爾文,生活雜貨類,玩偶,,艾爾文·史密斯,團長,T-ARTS,¥1760,2018-04-20,にとたん;布偶,,https://www.takaratomy-arts.co.jp/
進擊的巨人,一卡通公司,2024,進擊的巨人 完結篇 紀念一卡通,生活雜貨類,一卡通,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,一卡通公司,NT$150,2024-01-10,台灣限定;一卡通;完結篇,,https://www.i-pass.com.tw/
進擊的巨人,唐吉訶德 聯名,2021,唐吉訶德 隨機資料夾,紙製/影像類,資料夾,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼,艾主席;兵長;,Don Quijote,¥550,2021-08-14,唐吉訶德;資料夾;盲抽,,https://www.donki.com/
進擊的巨人,GraffArt Shop,2020,GraffArt 隨機壓克力徽章,配戴隨身類,徽章,,艾連·葉卡;里維·阿卡曼;漢吉·佐耶;艾爾文·史密斯,艾主席;兵長;分隊長;團長,A3,¥528,2020-10-24,GraffArt;塗鴉風;徽章;盲抽,,https://eeo.today/
進擊的巨人,OIOI 丸井百貨,2019,POP UP SHOP 壓克力立牌 漢吉,生活雜貨類,立牌,,漢吉·佐耶,分隊長,OIOI,¥1650,2019-05-18,OIOI;丸井;立牌;快閃店,,https://www.0101.co.jp/
進擊的巨人,MAPPA SHOWCASE,2021,The Final Season 原畫明信片套組,紙製/影像類,明信片,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,MAPPA,¥1100,2021-12-25,MAPPA;原畫;明信片,,https://mappa.co.jp/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,透明檔案夾套組,紙製/影像類,資料夾,H賞,艾連·葉卡;萊納·布朗;吉克·葉卡,艾主席;鎧甲巨人;獸之巨人,BANPRESTO,¥750,2023-11-20,一番賞;資料夾;地鳴,,https://1kuji.com/
進擊的巨人,台灣 藏壽司聯名,2021,藏壽司 聯名扭蛋 橡膠吊飾,配戴隨身類,吊飾,,里維·阿卡曼,兵長,藏壽司,非賣品,2021-06-15,藏壽司;扭蛋;台灣限定;非賣品,,https://www.kurasushi.tw/
進擊的巨人,PROPLICA,2023,PROPLICA 1/1 斷鋼神劍 (立體機動裝置),立體公仔類,道具模型,,,,BANDAI,¥13200,2023-11-20,PROPLICA;1/1;萬代;道具,,https://tamashiiweb.com/
進擊的巨人,MegaHouse G.E.M.,2014,G.E.M.系列 里維,立體公仔類,比例公仔,,里維·阿卡曼,兵長,MegaHouse,¥10340,2014-06-25,MegaHouse;GEM;公仔,,https://www.megahobby.jp/
進擊的巨人,BANDAI 電子雞,2023,進擊的塔麻可吉 調查兵團綠色款,生活雜貨類,電子玩具,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,BANDAI,¥2530,2023-06-15,萬代;電子雞;塔麻可吉;玩具,,https://toy.bandai.co.jp/
進擊的巨人,台灣 木棉花,2023,進擊的巨人 2023台北動漫節福袋,生活雜貨類,福袋,,,,木棉花,NT$800,2023-01-27,木棉花;台灣限定;福袋;動漫節,,https://www.e-muse.com.tw/
進擊的巨人,Ensky 拼圖,2021,1000片拼圖 The Final Season 視覺圖,生活雜貨類,拼圖,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,Ensky,¥3520,2021-04-15,Ensky;拼圖;1000片,,https://www.ensky.co.jp/
進擊的巨人,B-SIDE LABEL,2022,防水貼紙 里維,紙製/影像類,貼紙,,里維·阿卡曼,兵長,B-SIDE LABEL,¥330,2022-09-02,防水貼紙;BSIDE,,https://bside-label.com/
進擊的巨人,台灣 羚邦 (代理),2022,進擊的巨人 聯名麻將組,生活雜貨類,桌遊,,,,羚邦,"NT$4,500",2022-10-01,台灣限定;麻將;高單價;聯名,,https://www.medialink.com.hk/
進擊的巨人,進擊的巨人展 FINAL,2019,展覽限定 壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,講談社,¥1650,2019-07-05,巨人展FINAL;立牌,,https://kyojinten.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,展覽限定 壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,講談社,¥1650,2019-07-05,巨人展FINAL;立牌,,https://kyojinten.jp/
進擊的巨人,TAITO 景品,2021,Coreful 公仔 米卡莎·阿卡曼,立體公仔類,景品,,米卡莎·阿卡曼,,TAITO,非賣品,2021-11-25,TAITO;景品;Coreful,,https://www.taito.co.jp/
進擊的巨人,講談社 導讀手冊,2013,進擊的巨人 INSIDE 抗,出版品類,設定集,,,,講談社,¥880,2013-04-09,漫畫;設定集;導讀,,https://kc.kodansha.co.jp/
進擊的巨人,講談社 導讀手冊,2013,進擊的巨人 OUTSIDE 攻,出版品類,設定集,,,,講談社,¥880,2013-09-09,漫畫;設定集;導讀,,https://kc.kodansha.co.jp/
進擊的巨人,Animate Cafe,2020,The Final Season 滿額贈特典 寫真卡,紙製/影像類,特典卡,,艾爾文·史密斯;里維·阿卡曼,團長;兵長,Animate Cafe,非賣品,2020-12-05,AnimateCafe;特典;寫真卡;非賣品,,https://cafe.animate.co.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,里維 地下街時代 戒指,配戴隨身類,戒指,,里維·阿卡曼,兵長,U-TREASURE,¥16500,2021-12-25,U-TREASURE;戒指;聯名;高單價,,https://u-treasure.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,艾爾文 團長 戒指,配戴隨身類,戒指,,艾爾文·史密斯,團長,U-TREASURE,¥16500,2021-12-25,U-TREASURE;戒指;聯名;高單價,,https://u-treasure.jp/
進擊的巨人,BANDAI 扭蛋,2022,排隊扭蛋 (まちぼうけ) 艾連,立體公仔類,扭蛋,,艾連·葉卡,艾主席,BANDAI,¥400,2022-08-10,萬代;扭蛋;まちぼうけ;盲抽,,https://gashapon.jp/
進擊的巨人,BANDAI 扭蛋,2022,排隊扭蛋 (まちぼうけ) 里維,立體公仔類,扭蛋,,里維·阿卡曼,兵長,BANDAI,¥400,2022-08-10,萬代;扭蛋;まちぼうけ;盲抽,,https://gashapon.jp/
進擊的巨人,MOVIC 徽章,2020,The Final Season 隨機閃膜徽章,配戴隨身類,徽章,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼,艾主席;兵長,MOVIC,¥440,2020-12-15,MOVIC;徽章;盲抽;閃膜,,https://www.movic.jp/
進擊的巨人,SuperGroupies 聯名,2019,調查兵團造型 後背包,生活雜貨類,包包,,,,SuperGroupies,¥15180,2019-10-20,SuperGroupies;聯名;包包;調查兵團,,https://www.super-groupies.com/
進擊的巨人,SuperGroupies 聯名,2019,里維款 造型短靴,服裝類,鞋子,,里維·阿卡曼,兵長,SuperGroupies,¥21780,2019-10-20,SuperGroupies;聯名;鞋子,,https://www.super-groupies.com/
進擊的巨人,波麗佳音 原聲帶,2013,TV動畫 原聲帶 OST 1,影音類,CD,,,,波麗佳音,¥3300,2013-06-28,澤野弘之;OST;原聲帶,,https://shingeki.tv/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,壓克力立牌 漢吉,生活雜貨類,立牌,E賞,漢吉·佐耶,分隊長,BANPRESTO,¥750,2023-11-20,一番賞;立牌;地鳴,,https://1kuji.com/
進擊的巨人,曼迪 代理,2021,進擊的巨人 Ｑ版隨身鏡,生活雜貨類,鏡子,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,曼迪傳播,NT$150,2021-07-10,台灣限定;曼迪;隨身鏡,,https://www.mightymedia.com.tw/
進擊的巨人,F:NEX 比例公仔,2022,里維 胸像 1/1 比例,立體公仔類,大型模型,,里維·阿卡曼,兵長,F:NEX,¥327800,2022-10-31,FNEX;胸像;1/1;極高單價,,https://fnex.jp/
進擊的巨人,F:NEX 比例公仔,2022,艾連 巨人化 胸像 1/1 比例,立體公仔類,大型模型,,艾連·葉卡,艾主席,F:NEX,¥327800,2022-10-31,FNEX;胸像;1/1;極高單價,,https://fnex.jp/
進擊的巨人,ensky 撲克牌,2015,進擊的巨人 角色名言撲克牌,生活雜貨類,桌遊,,,,Ensky,¥880,2015-05-15,ensky;撲克牌;桌遊,,https://www.ensky.co.jp/
進擊的巨人,日清食品 聯名,2018,珍種謎肉 聯名泡麵套組,生活雜貨類,食品,,,,日清食品,¥3240,2018-07-02,日清;杯麵;聯名;食品,,https://www.nissin.com/
進擊的巨人,花王 Attack 聯名,2018,進擊的防臭 洗衣精 里維款,生活雜貨類,日用品,,里維·阿卡曼,兵長,Kao 花王,¥380,2018-12-10,花王;聯名;洗衣精;日用品,,https://www.kao.co.jp/
進擊的巨人,舒適牌 Schick 聯名,2014,Schick 刮鬍刀 附米卡莎壓克力立牌,生活雜貨類,日用品,,米卡莎·阿卡曼,,Schick,¥1200,2014-06-09,Schick;刮鬍刀;聯名;日用品,,https://schick.jp/
進擊的巨人,台灣 必勝客 聯名,2023,進擊的巨人 超大型巨人 披薩保溫袋,生活雜貨類,包包,,,,Pizza Hut,NT$399,2023-08-01,台灣限定;必勝客;披薩;聯名,,https://www.pizzahut.com.tw/
進擊的巨人,台灣 CoCo都可 聯名,2023,CoCo都可 聯名飲料杯套 艾連款,生活雜貨類,杯套,,艾連·葉卡,艾主席,CoCo都可,NT$150,2023-09-15,台灣限定;CoCo;飲料;杯套,,https://www.coco-tea.com/
進擊的巨人,primaniacs 角色香水,2017,角色香水 里維·阿卡曼 (花香木質調),配戴隨身類,香水,,里維·阿卡曼,兵長,primaniacs,¥5959,2017-10-27,香水;primaniacs;聯名,,https://primaniacs.com/
進擊的巨人,Sailor 寫樂 聯名,2021,【限定生產】進擊的巨人 聯名鋼筆 艾爾文·史密斯,生活雜貨類,文具,,艾爾文·史密斯,團長,Sailor 寫樂,¥33000,2021-05-18,鋼筆;寫樂;文具;高單價,,https://sailor.co.jp/
進擊的巨人,富士急樂園 聯名,2017,富士急樂園 飛行傘設施 紀念飛行胸章,配戴隨身類,徽章,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,富士急樂園,¥600,2017-04-20,富士急樂園;遊樂園;限定;徽章,,https://www.fujiq.jp/
進擊的巨人,WIT STUDIO 紀念,2018,WIT STUDIO 感謝祭 壓克力立牌 [兵長&艾爾文 雙人款],生活雜貨類,立牌,,里維·阿卡曼;艾爾文·史密斯,兵長;團長,WIT STUDIO,¥2500,2018-09-15,WIT;感謝祭;雙人;立牌,,https://witstudio.co.jp/
進擊的巨人,木棉花 影音,2014,進擊的巨人 TV版第一季 國語配音版 DVD套組,影音類,DVD,,,,木棉花,"NT$1,500",2014-12-01,台灣限定;木棉花;DVD;中配,,https://www.e-muse.com.tw/
進擊的巨人,一番賞 進擊的巨人～自由之翼～,2015,A賞 里維 騎馬場景模型,立體公仔類,大型模型,A賞,里維·阿卡曼,兵長,BANPRESTO,¥620,2015-08-15,一番賞;場景公仔;A賞,,https://1kuji.com/
進擊的巨人,GSC 黏土人,2015,黏土人 超大型巨人 & 進擊的遊樂設施套組,立體公仔類,可動公仔,,超大型巨人;艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,Good Smile Company,¥4888,2015-02-28,黏土人;GSC;超大型巨人;配件,,https://www.goodsmile.info/
進擊的巨人,USJ 日本環球影城,2019,進擊的巨人 Cool Japan 紀念毛巾,生活雜貨類,毛巾,,,,USJ,¥1800,2019-06-21,USJ;CoolJapan;毛巾,,https://www.usj.co.jp/
進擊的巨人,台灣 一卡通公司,2022,特製立體造型一卡通 超大型巨人,生活雜貨類,一卡通,,超大型巨人,,一卡通公司,NT$590,2022-10-25,台灣限定;一卡通;立體造型,,https://www.i-pass.com.tw/
進擊的巨人,animate 限定周邊,2021,The Final Season「地鳴」超長尺寸滑鼠墊,生活雜貨類,3C周邊,,艾連·葉卡,艾主席,animate,¥3850,2021-11-10,animate;滑鼠墊;地鳴;3C,,https://www.animate-onlineshop.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,巨人展 語音導覽 特別收錄CD,影音類,CD,,艾連·葉卡;里維·阿卡曼;阿爾敏·亞魯雷特;米卡莎·阿卡曼,艾主席;兵長;;,講談社,¥2000,2019-07-05,巨人展FINAL;CD;語音導覽,,https://kyojinten.jp/
